Customer_Number,Monetary,Frequency,Last.Purchase,average.number.of.cds,recency,purchase.amount.time2,retained
8048,13.97,1,1/31/97,1,242,NA,0
8049,34.865,2,9/18/97,2.5,12,28.89333333,1
8050,29.74,1,1/31/97,2,242,NA,0
8051,20.95,1,1/31/97,2,242,35.4725,1
8052,14.37,1,2/10/97,1,232,NA,0
8053,20.30333333,6,7/27/97,1.333333333,65,11.99,1
8054,13.71,3,4/30/97,1,153,21.65,1
8055,21.345,2,5/18/97,1.5,135,NA,0
8056,119.74,1,3/13/97,9,201,64.41,1
8057,43.76,3,8/4/97,3.333333333,57,27.23,1
8058,16.99,1,2/1/97,1,241,NA,0
8059,46.51,1,1/31/97,3,242,NA,0
8060,45.28,1,1/31/97,3,242,NA,0
8061,37.51,1,1/31/97,3,242,NA,0
8062,11.77,1,1/31/97,1,242,NA,0
8063,11.77,1,1/31/97,1,242,20.985,1
8064,19.99,1,1/31/97,1,242,NA,0
8065,13.97,1,1/31/97,1,242,NA,0
8066,53.2,2,4/30/97,2,153,32.98,1
8067,27.02,3,9/22/97,2,8,38.33666667,1
8068,20.945,2,2/1/97,1.5,241,NA,0
8069,20.99,2,1/31/97,1,242,NA,0
8070,59.84,1,1/31/97,4,242,NA,0
8071,10.97,1,2/10/97,1,232,NA,0
8072,47.97,1,1/31/97,1,242,NA,0
8073,15.22333333,3,5/8/97,1.333333333,145,NA,0
8074,10.77,1,1/31/97,1,242,NA,0
8075,31.345,2,7/11/97,2,81,NA,0
8076,8.97,1,1/31/97,1,242,NA,0
8077,14.865,2,7/30/97,1,62,13.82333333,1
8078,261.04,1,1/31/97,17,242,66.89,1
8079,47.97,1,1/31/97,3,242,NA,0
8080,11.77,1,1/31/97,1,242,NA,0
8081,39.75,1,2/10/97,2,232,NA,0
8082,13.77,1,1/31/97,1,242,NA,0
8083,18.6625,4,8/20/97,1.25,41,NA,0
8084,21.37,1,1/31/97,1,242,NA,0
8085,9.98,1,1/31/97,1,242,NA,0
8086,24.98,1,1/31/97,2,242,NA,0
8087,15.9,1,1/31/97,1,242,NA,0
8088,5.99,1,1/31/97,1,242,NA,0
8089,10.87,2,2/22/97,1,220,37.22,1
8090,11.975,2,2/12/97,1,230,NA,0
8091,14.301,10,8/19/97,1.3,42,25.475,1
8092,15.99,1,1/31/97,1,242,7.785,1
8093,57.4,2,4/26/97,4,157,NA,0
8094,12.97,1,1/31/97,1,242,NA,0
8095,38.9,4,8/13/97,2.25,48,37.3525,1
8096,28.34,1,1/31/97,2,242,NA,0
8097,24.98,1,1/31/97,2,242,11.49,1
8098,12.49,1,1/31/97,1,242,NA,0
8099,50.62666667,3,3/8/97,3.333333333,206,NA,0
8100,9.77,1,1/31/97,1,242,NA,0
8101,56.47,3,4/30/97,2,153,15.99,1
8102,17.99,1,1/31/97,1,242,NA,0
8103,42.9,1,1/31/97,1,242,NA,0
8104,14.37,1,1/31/97,1,242,NA,0
8105,96.305,2,3/13/97,7.5,201,121.27,1
8106,21.145,2,2/17/97,1.5,225,NA,0
8107,29.24666667,3,7/22/97,2,70,29.475,1
8108,32.71,3,5/30/97,2.666666667,123,37.475,1
8109,37.91,1,1/31/97,3,242,NA,0
8110,66.68,2,8/2/97,3.5,59,35.36,1
8111,76.8,1,1/31/97,5,242,NA,0
8112,7.78,1,1/31/97,1,242,NA,0
8113,11.77,1,1/31/97,1,242,9.49,1
8114,36.44333333,3,7/14/97,2.666666667,78,30.98,1
8115,14.96,1,1/31/97,1,242,NA,0
8116,8.385,2,7/29/97,1,63,NA,0
8117,48.895,2,8/28/97,3.5,33,NA,0
8118,47.28,1,1/31/97,4,242,NA,0
8119,11.77,1,1/31/97,1,242,NA,0
8120,24.53,2,2/10/97,2,232,NA,0
8121,59.76666667,6,9/11/97,4,19,23.48,1
8122,37.76,1,1/31/97,2,242,NA,0
8123,81.47,1,1/31/97,3,242,NA,0
8124,95.765,2,2/7/97,7,235,NA,0
8125,22.5275,16,9/16/97,1.6875,14,31.85,1
8126,14.77666667,3,5/31/97,1,122,11.685,1
8127,11.21333333,3,9/23/97,1,7,11.49,1
8128,34.308,5,8/20/97,2.2,41,50.09666667,1
8129,14.37,1,1/31/97,1,242,NA,0
8130,20.35,2,2/27/97,1.5,215,NA,0
8131,47.73,1,1/31/97,3,242,NA,0
8132,45.862,5,8/29/97,2.8,32,30.622,1
8133,36.292,5,8/26/97,2.2,35,37.06333333,1
8134,10.77,2,7/29/97,1,63,NA,0
8135,14.97,1,1/31/97,1,242,NA,0
8136,57.618,5,4/16/97,4.2,167,NA,0
8137,12.23,2,2/9/97,1,233,NA,0
8138,13.28,2,6/27/97,1,95,NA,0
8139,11.77,1,1/31/97,1,242,NA,0
8140,21.565,2,3/13/97,1.5,201,NA,0
8141,135.59,1,1/31/97,3,242,NA,0
8142,20.25714286,7,9/9/97,1.571428571,21,23.23166667,1
8143,29.33,2,2/26/97,2,216,NA,0
8144,18.50857143,14,8/30/97,1.071428571,31,24.08133333,1
8145,30.595,2,4/29/97,2.5,154,NA,0
8146,20,1,1/31/97,1,242,11.49,1
8147,26.54,2,5/24/97,2,129,NA,0
8148,23.98,1,1/31/97,2,242,NA,0
8149,15.36,1,1/31/97,1,242,NA,0
8150,47.08,1,1/31/97,4,242,12.99,1
8151,10.78,1,1/31/97,1,242,NA,0
8152,101.45,6,8/13/97,6.833333333,48,67.63,1
8153,14.99,3,2/26/97,1,216,NA,0
8154,93.7,2,3/26/97,6,188,NA,0
8155,13.97,1,1/31/97,1,242,NA,0
8156,14.99,1,1/31/97,1,242,NA,0
8157,26.73,1,1/31/97,2,242,NA,0
8158,14.79,1,1/31/97,1,242,NA,0
8159,13.98,1,1/31/97,1,242,13.98,1
8160,12.49,1,1/31/97,1,242,45.79666667,1
8161,11.38,2,7/8/97,1,84,NA,0
8162,22.136,5,9/22/97,1.6,8,20.2025,1
8163,24.14,3,2/25/97,2,217,NA,0
8164,27.13,1,1/31/97,2,242,NA,0
8165,42.98,1,1/31/97,2,242,NA,0
8166,12.77,1,1/31/97,1,242,NA,0
8167,56.29,1,1/31/97,2,242,NA,0
8168,14.37,1,1/31/97,1,242,NA,0
8169,49.99,1,1/31/97,1,242,NA,0
8170,25.21,2,9/15/97,2,15,NA,0
8171,44.38166667,6,7/29/97,2.833333333,63,47.47,1
8172,44.91,2,2/15/97,3.5,227,NA,0
8173,16.96,1,1/31/97,1,242,NA,0
8174,46.9825,4,6/8/97,3.75,114,29.0975,1
8175,23.14,1,2/28/97,2,214,NA,0
8176,39.37,1,3/5/97,1,209,NA,0
8177,15.50666667,3,3/31/97,1.333333333,183,NA,0
8178,15.36,1,1/31/97,1,242,NA,0
8179,14.96,1,1/31/97,1,242,NA,0
8180,56.46,1,1/31/97,4,242,NA,0
8181,19.17,2,9/17/97,1.5,13,24.51,1
8182,14.37,1,1/31/97,1,242,NA,0
8183,39.556,5,9/23/97,2.8,7,34.14571429,1
8184,44.69,1,1/31/97,3,242,13.99,1
8185,13.77,1,1/31/97,1,242,NA,0
8186,82.205,2,6/17/97,6,105,NA,0
8187,114.7436364,11,7/24/97,10.63636364,68,112.275,1
8188,12.77,1,2/14/97,1,228,NA,0
8189,13.035,2,8/3/97,1,58,29.59,1
8190,29.92,1,1/31/97,2,242,NA,0
8191,69.31,1,1/31/97,3,242,NA,0
8192,17.25923077,13,9/22/97,1.230769231,8,14.09473684,1
8193,39.7,1,1/31/97,3,242,NA,0
8194,11.77,1,1/31/97,1,242,NA,0
8195,14.7,1,1/31/97,1,242,NA,0
8196,14.37,1,2/1/97,1,241,NA,0
8197,64.93,1,1/31/97,4,242,NA,0
8198,15.36,1,2/1/97,1,241,15.24,1
8199,44.475,2,9/15/97,3.5,15,48.96,1
8200,14.96,1,3/6/97,1,208,NA,0
8201,14.37,1,1/31/97,1,242,NA,0
8202,14.96,1,1/31/97,1,242,NA,0
8203,24.84625,8,6/28/97,1.75,94,30.115,1
8204,71.02,1,2/3/97,5,239,NA,0
8205,12.97,1,1/31/97,1,242,NA,0
8206,25.74,1,1/31/97,2,242,NA,0
8207,21.07666667,3,9/5/97,1.666666667,25,13.32333333,1
8208,104.29,1,1/31/97,5,242,NA,0
8209,20.99,1,1/31/97,1,242,NA,0
8210,16.975,2,4/5/97,1,178,15.49,1
8211,55.89,1,1/31/97,4,242,33.615,1
8212,26.4275,8,9/9/97,2,21,NA,0
8213,28.34,1,1/31/97,2,242,NA,0
8214,18.755,2,2/10/97,1.5,232,NA,0
8215,33.51,1,2/25/97,3,217,NA,0
8216,58.46,2,4/18/97,4,165,NA,0
8217,9.77,1,1/31/97,1,242,NA,0
8218,47.3075,4,9/19/97,3,11,46.425,1
8219,95.88,1,1/31/97,4,242,24.485,1
8220,13.565,2,5/23/97,1,130,26.48,1
8221,19.475,2,2/2/97,1.5,240,NA,0
8222,12.265,4,4/6/97,1,177,NA,0
8223,85.88,1,1/31/97,4,242,58.77,1
8224,21.9625,4,7/12/97,1.5,80,28.64666667,1
8225,13.37,1,1/31/97,1,242,NA,0
8226,18.22666667,3,6/11/97,1.333333333,111,NA,0
8227,157.7766667,3,7/27/97,10,65,NA,0
8228,37.21,2,4/2/97,2.5,181,NA,0
8229,12.49,1,1/31/97,1,242,NA,0
8230,18.215,4,9/25/97,1.25,5,24.105,1
8231,47.97,1,1/31/97,1,242,NA,0
8232,24.515,2,2/11/97,1.5,231,23.98,1
8233,15.3,3,4/21/97,1.333333333,162,NA,0
8234,21.02,3,6/1/97,1.333333333,121,NA,0
8235,9.98,1,1/31/97,1,242,NA,0
8236,38.7,1,1/31/97,3,242,NA,0
8237,13.97,1,1/31/97,1,242,42.98,1
8238,10.99,1,1/31/97,1,242,12.49,1
8239,14.37,1,3/10/97,1,204,19.38833333,1
8240,18.975,2,7/21/97,1,71,NA,0
8241,49.41333333,3,5/28/97,1.333333333,125,11.49,1
8242,67.48,2,1/31/97,2,242,NA,0
8243,28.77,1,2/1/97,1,241,NA,0
8244,32.15,4,8/3/97,2,58,15.65666667,1
8245,14.79,1,1/31/97,1,242,NA,0
8246,5.99,1,1/31/97,1,242,24.98,1
8247,16.3,1,1/31/97,1,242,NA,0
8248,53.12,1,2/1/97,3,241,NA,0
8249,14.96,1,1/31/97,1,242,NA,0
8250,84.102,15,9/17/97,4.666666667,13,66.0605,1
8251,15.76,2,3/13/97,1,201,NA,0
8252,40.17333333,3,6/23/97,2.666666667,99,68.45,1
8253,11.77,1,2/1/97,1,241,NA,0
8254,22.84,2,1/31/97,1.5,242,NA,0
8255,9.97,1,1/31/97,1,242,NA,0
8256,23.94,1,1/31/97,2,242,NA,0
8257,14.79,1,2/6/97,1,236,12.99,1
8258,13.365,2,2/12/97,1,230,NA,0
8259,28.39,4,3/25/97,2,189,NA,0
8260,24.63,3,3/14/97,2,200,NA,0
8261,29.73,1,1/31/97,2,242,NA,0
8262,15.36,1,1/31/97,1,242,NA,0
8263,40.94333333,3,3/22/97,1.333333333,192,NA,0
8264,104.5,1,1/31/97,3,242,NA,0
8265,109.8166667,3,7/28/97,7.666666667,64,144.855,1
8266,12.77,1,1/31/97,1,242,24.98,1
8267,31.52,1,1/31/97,3,242,NA,0
8268,11.77,1,1/31/97,1,242,NA,0
8269,16.7,1,1/31/97,1,242,NA,0
8270,11.77,1,2/7/97,1,235,NA,0
8271,19.99,2,3/15/97,1,199,NA,0
8272,17.255,2,5/13/97,1.5,140,12.74,1
8273,11.78,1,1/31/97,1,242,NA,0
8274,14.77,1,1/31/97,1,242,21.975,1
8275,12.49,1,1/31/97,1,242,NA,0
8276,22.47,5,3/28/97,1.6,186,NA,0
8277,46.985,4,9/13/97,3.25,17,35.97333333,1
8278,13.606,5,8/23/97,1,38,NA,0
8279,13.99,1,2/3/97,1,239,21.98,1
8280,21.175,2,5/4/97,1,149,NA,0
8281,16.36,1,1/31/97,1,242,NA,0
8282,33.58333333,3,3/16/97,2.666666667,198,NA,0
8283,34.405,2,2/20/97,3,222,NA,0
8284,169.865,2,2/1/97,13.5,241,NA,0
8285,17.3,1,1/31/97,1,242,NA,0
8286,60.98,1,1/31/97,2,242,NA,0
8287,6.26,5,9/5/97,1,25,5.49,1
8288,37,1,1/31/97,2,242,NA,0
8289,40.19333333,6,7/9/97,2.666666667,83,58.46,1
8290,8.97,1,2/1/97,1,241,NA,0
8291,22.55142857,7,9/24/97,1.571428571,6,25.98,1
8292,37.31,1,2/1/97,3,241,NA,0
8293,16.62666667,3,2/10/97,1.333333333,232,NA,0
8294,11.50333333,3,7/29/97,1,63,NA,0
8295,15.36,1,2/1/97,1,241,NA,0
8296,16.36,1,2/1/97,1,241,NA,0
8297,361.57,1,2/1/97,22,241,NA,0
8298,14.96,1,3/4/97,1,210,27.48,1
8299,19.54,1,2/1/97,2,241,NA,0
8300,34.76,1,2/1/97,2,241,NA,0
8301,11.77,1,2/1/97,1,241,NA,0
8302,51.53,1,2/2/97,3,240,43.47,1
8303,23.94,3,4/5/97,2,178,39.97,1
8304,29.31875,8,5/5/97,1.75,148,18.24,1
8305,14.37,1,2/1/97,1,241,NA,0
8306,12.73,2,9/27/97,1,3,13.99,1
8307,4.79,1,2/1/97,1,241,NA,0
8308,50.17666667,3,5/17/97,2.666666667,136,51.05,1
8309,13.97,1,2/1/97,1,241,NA,0
8310,16.3,3,7/27/97,1,65,34.47,1
8311,11.77,1,2/1/97,1,241,NA,0
8312,73.975,2,4/5/97,5.5,178,NA,0
8313,49.99,1,2/1/97,1,241,NA,0
8314,20.99,1,2/1/97,1,241,NA,0
8315,55.89,1,2/1/97,4,241,NA,0
8316,124.7,1,2/1/97,9,241,94.96,1
8317,28.34,1,2/1/97,2,241,NA,0
8318,49.76,2,7/26/97,3,66,15.98,1
8319,46.34,1,2/1/97,2,241,NA,0
8320,60.66,2,8/15/97,4,46,25.98,1
8321,46.03,5,4/16/97,2.8,167,NA,0
8322,24.73,1,2/1/97,2,241,NA,0
8323,50.665,2,6/20/97,2,102,NA,0
8324,17.91666667,3,9/27/97,1,3,NA,0
8325,21.745,2,3/4/97,1.5,210,32.57,1
8326,66.26,1,2/1/97,3,241,NA,0
8327,12.88,2,9/16/97,1,14,NA,0
8328,87.545,8,9/6/97,5.125,24,69.14363636,1
8329,55.07,1,2/1/97,4,241,NA,0
8330,15.3,3,7/11/97,1.333333333,81,8.24,1
8331,99.44,1,2/1/97,6,241,NA,0
8332,21.94,1,2/1/97,2,241,NA,0
8333,390.03,1,2/5/97,20,237,NA,0
8334,29.65666667,3,8/24/97,2,37,NA,0
8335,29.75,1,2/1/97,2,241,NA,0
8336,66.44,1,2/5/97,5,237,NA,0
8337,49.1,1,2/1/97,3,241,NA,0
8338,36.51,1,2/1/97,3,241,21.97,1
8339,15.76,1,2/12/97,1,230,NA,0
8340,14.37,1,2/1/97,1,241,NA,0
8341,23.97,1,2/1/97,1,241,NA,0
8342,12.49,1,2/1/97,1,241,NA,0
8343,31.35,1,2/1/97,2,241,NA,0
8344,19.3,1,2/1/97,1,241,NA,0
8345,49.68666667,3,3/14/97,3.666666667,200,31.86,1
8346,30.78,1,2/1/97,2,241,NA,0
8347,25.44,2,7/25/97,1.5,67,29.99,1
8348,26.86,1,2/1/97,2,241,36.77666667,1
8349,12.77,1,3/3/97,1,211,NA,0
8350,13.97,1,2/19/97,1,223,NA,0
8351,46.16090909,11,8/20/97,2.909090909,41,37.45,1
8352,11.77,1,2/1/97,1,241,NA,0
8353,75.62666667,3,8/25/97,5.333333333,36,59.01,1
8354,15.16,2,7/29/97,1,63,NA,0
8355,59.03333333,3,8/12/97,2.333333333,49,35.14666667,1
8356,51.92,1,2/1/97,3,241,NA,0
8357,107.305,2,8/18/97,8,43,116.91,1
8358,90.10333333,6,8/24/97,6.166666667,37,35.982,1
8359,58.27,1,2/1/97,4,241,NA,0
8360,58.92,2,2/1/97,2.5,241,NA,0
8361,12.49,1,2/1/97,1,241,NA,0
8362,67.28,2,7/28/97,3.5,64,25.98,1
8363,147.58,1,2/1/97,9,241,NA,0
8364,14.37,1,2/1/97,1,241,NA,0
8365,12.38,2,2/8/97,1,234,NA,0
8366,14.37,1,2/1/97,1,241,NA,0
8367,10.77,1,2/1/97,1,241,NA,0
8368,51.8925,4,7/7/97,4.75,85,NA,0
8369,30.15,1,2/1/97,2,241,54.46,1
8370,91.42,1,2/1/97,5,241,NA,0
8371,15.36,1,2/1/97,1,241,NA,0
8372,11.97,1,3/16/97,1,198,NA,0
8373,16.99,1,2/1/97,1,241,NA,0
8374,14.37,1,2/1/97,1,241,NA,0
8375,37.97,1,2/3/97,3,239,63.21,1
8376,60.71,1,2/1/97,3,241,NA,0
8377,117.74,1,2/1/97,2,241,NA,0
8378,34.625,2,2/9/97,2.5,233,NA,0
8379,48.2,2,9/13/97,3,17,NA,0
8380,64.08,1,2/1/97,5,241,NA,0
8381,49.53142857,7,9/10/97,3.428571429,20,72.14,1
8382,27.13,1,2/1/97,2,241,NA,0
8383,11.99,1,2/1/97,1,241,NA,0
8384,17.296,5,8/19/97,1.2,42,NA,0
8385,19.99,1,2/1/97,1,241,NA,0
8386,32.35,1,2/1/97,2,241,NA,0
8387,12.49,1,2/1/97,1,241,NA,0
8388,11.77,1,2/1/97,1,241,NA,0
8389,12.49,1,2/1/97,1,241,NA,0
8390,9.77,1,2/1/97,1,241,NA,0
8391,12.49,1,2/1/97,1,241,15.99,1
8392,22.3,1,2/1/97,1,241,NA,0
8393,38.36428571,7,8/26/97,2.857142857,35,48.86285714,1
8394,26.77,1,2/1/97,1,241,NA,0
8395,27.625,2,8/3/97,1,58,28.23,1
8396,79.63,1,2/1/97,6,241,NA,0
8397,43.89,1,2/1/97,3,241,NA,0
8398,79.14,2,6/1/97,5.5,121,88.61,1
8399,5.99,1,2/1/97,1,241,NA,0
8400,14.96,1,2/1/97,1,241,NA,0
8401,28.34,1,2/1/97,2,241,NA,0
8402,28.7,1,2/1/97,1,241,NA,0
8403,23.71285714,7,9/4/97,1.428571429,26,NA,0
8404,28.34,1,2/1/97,2,241,NA,0
8405,55.26,1,2/1/97,4,241,26.7,1
8406,49.07,1,2/1/97,4,241,NA,0
8407,14.96,1,2/1/97,1,241,NA,0
8408,49.485,2,2/16/97,4,226,NA,0
8409,21.66666667,3,5/31/97,1.333333333,122,50,1
8410,11.77,1,2/1/97,1,241,NA,0
8411,44.785,2,3/12/97,3,202,NA,0
8412,15.075,2,3/5/97,1,209,13.99,1
8413,17.57,1,2/1/97,3,241,NA,0
8414,32.01,3,2/19/97,2,223,20.485,1
8415,36.455,4,7/29/97,1.75,63,NA,0
8416,102.37,2,2/25/97,6,217,NA,0
8417,16.7,1,2/1/97,1,241,NA,0
8418,58.88,1,2/1/97,3,241,NA,0
8419,12.94714286,7,9/5/97,1.285714286,25,NA,0
8420,44.36,1,2/1/97,2,241,16.82333333,1
8421,13.98,1,2/1/97,2,241,NA,0
8422,53.54,2,7/5/97,2.5,87,20.48,1
8423,56.60666667,3,9/19/97,4,11,NA,0
8424,21.355,2,9/30/97,2,0,NA,0
8425,13.225,2,9/17/97,1,13,NA,0
8426,31.99666667,3,6/20/97,2.333333333,102,37.47,1
8427,15.36,1,2/1/97,1,241,NA,0
8428,34.495,2,9/15/97,2.5,15,NA,0
8429,38.99,1,2/1/97,1,241,NA,0
8430,44.29,1,2/1/97,3,241,NA,0
8431,45.15714286,7,7/26/97,3.714285714,66,37.46333333,1
8432,19.99,1,2/1/97,1,241,NA,0
8433,27.846,5,4/8/97,2.4,175,NA,0
8434,25.94,1,2/1/97,2,241,NA,0
8435,14.96,1,2/1/97,1,241,NA,0
8436,21.37,1,2/2/97,1,240,NA,0
8437,54.9,1,2/1/97,3,241,NA,0
8438,26.975,2,8/7/97,1.5,54,14.99,1
8439,23.99,1,2/1/97,1,241,NA,0
8440,62.68,1,2/1/97,5,241,NA,0
8441,27.14,1,2/1/97,2,241,NA,0
8442,14.38,2,2/4/97,1,238,28.25,1
8443,56.335,2,3/14/97,2,200,NA,0
8444,19.77,1,2/1/97,1,241,NA,0
8445,15.9,1,2/1/97,1,241,NA,0
8446,81.795,2,3/20/97,6,194,NA,0
8447,29.33,1,2/1/97,2,241,22.98,1
8448,27.99,1,2/1/97,1,241,NA,0
8449,70.62,1,2/1/97,6,241,NA,0
8450,114.61,3,3/30/97,8.666666667,184,24.98,1
8451,15.36,1,2/1/97,1,241,NA,0
8452,25.74,1,2/1/97,2,241,NA,0
8453,22.05,2,6/9/97,1.5,113,26.47,1
8454,57.6675,4,6/26/97,4,96,82.695,1
8455,9.57,3,7/27/97,1,65,NA,0
8456,22.67,2,8/24/97,1,37,NA,0
8457,10.77,1,2/1/97,1,241,NA,0
8458,42.04666667,3,9/13/97,3,17,68.725,1
8459,19.85,2,2/10/97,1.5,232,25.78,1
8460,28.93,1,2/1/97,2,241,NA,0
8461,14.96,1,2/1/97,1,241,NA,0
8462,77.3425,4,5/8/97,8.25,145,31.87666667,1
8463,25.74,1,2/1/97,2,241,23.76,1
8464,58.07,3,9/14/97,3,16,24.15,1
8465,14.96,1,2/1/97,1,241,NA,0
8466,16.7,1,2/1/97,1,241,NA,0
8467,16.035,4,9/4/97,1.5,26,22.75,1
8468,8.77,1,2/1/97,1,241,NA,0
8469,15.16,2,6/3/97,1,119,NA,0
8470,10.77,1,2/1/97,1,241,14.99,1
8471,31.52,1,2/1/97,2,241,NA,0
8472,13.97,1,2/1/97,1,241,NA,0
8473,40.51,1,2/5/97,3,237,NA,0
8474,23.54,1,2/1/97,2,241,NA,0
8475,43.27,3,9/20/97,2.666666667,10,25.48,1
8476,11.77,1,2/1/97,1,241,NA,0
8477,9.77,1,2/1/97,1,241,NA,0
8478,25.48,2,9/26/97,2,4,NA,0
8479,11.77,1,2/1/97,1,241,NA,0
8480,25.54,1,2/1/97,2,241,NA,0
8481,113.2611111,9,9/25/97,7.555555556,5,126.5475,1
8482,55.93,1,2/1/97,3,241,NA,0
8483,17.655,2,2/4/97,1.5,238,NA,0
8484,50.27,1,2/1/97,4,241,NA,0
8485,9.77,1,2/1/97,1,241,NA,0
8486,24.56,1,2/1/97,2,241,44.465,1
8487,22.6,11,9/30/97,1.545454545,0,13.15666667,1
8488,21.21666667,3,8/9/97,1.666666667,52,14.99,1
8489,15.67,2,7/27/97,1.5,65,NA,0
8490,30.32,1,2/2/97,2,240,NA,0
8491,51.3,1,2/1/97,3,241,NA,0
8492,34.185,2,2/20/97,2.5,222,NA,0
8493,10.27,2,2/5/97,1,237,NA,0
8494,38.45777778,9,5/9/97,2.111111111,144,53.46,1
8495,11.77,1,2/1/97,1,241,NA,0
8496,29.64642857,14,9/27/97,1.785714286,3,36.71315789,1
8497,51.95,1,2/1/97,3,241,NA,0
8498,123.91,1,2/15/97,9,227,NA,0
8499,14.37,1,2/7/97,1,235,NA,0
8500,20.71916667,12,3/13/97,1.416666667,201,NA,0
8501,43.395,2,3/28/97,3,186,56.55,1
8502,14.37,1,2/1/97,1,241,NA,0
8503,10.97,1,2/1/97,1,241,NA,0
8504,24.99,1,2/1/97,1,241,NA,0
8505,58.97,1,2/1/97,1,241,NA,0
8506,4.98,1,2/1/97,1,241,NA,0
8507,55.98,1,2/1/97,2,241,49.63666667,1
8508,68.44,1,2/1/97,5,241,48.965,1
8509,27.17833333,6,9/14/97,1.333333333,16,32.83666667,1
8510,13.725,2,2/1/97,1,241,NA,0
8511,10.97,7,7/11/97,1,81,18.67666667,1
8512,29.24,2,4/30/97,2,153,NA,0
8513,43.77,1,2/10/97,1,232,NA,0
8514,42.96,1,2/1/97,2,241,NA,0
8515,13.97,1,2/1/97,1,241,34.32,1
8516,16.76,1,2/1/97,1,241,NA,0
8517,11.77,1,2/1/97,1,241,NA,0
8518,99.3,1,2/2/97,3,240,45.47,1
8519,29.73,1,2/1/97,2,241,NA,0
8520,14.37,1,2/1/97,1,241,NA,0
8521,12.97,1,2/1/97,1,241,NA,0
8522,23.32,3,5/1/97,1.333333333,152,55.96,1
8523,41.48,1,2/1/97,2,241,NA,0
8524,17.7,1,2/1/97,1,241,NA,0
8525,23.99,1,2/1/97,1,241,NA,0
8526,13.77,1,2/1/97,1,241,NA,0
8527,15.96,1,2/1/97,1,241,NA,0
8528,13.97,1,2/1/97,1,241,NA,0
8529,423.115,2,2/28/97,31,214,NA,0
8530,44.4,2,7/8/97,3.5,84,66.46,1
8531,11.77,1,2/1/97,1,241,NA,0
8532,12.97,1,2/1/97,1,241,NA,0
8533,43.995,2,8/4/97,3.5,57,NA,0
8534,29.33,1,2/1/97,2,241,NA,0
8535,14.77,1,2/1/97,1,241,NA,0
8536,82.65,1,2/1/97,5,241,NA,0
8537,9.98,1,2/1/97,1,241,NA,0
8538,30.19333333,3,6/26/97,2,96,17.99,1
8539,15.99,1,2/1/97,1,241,NA,0
8540,27.025,2,3/5/97,2.5,209,26.355,1
8541,30.32,1,2/1/97,2,241,NA,0
8542,23.54,1,2/1/97,2,241,NA,0
8543,19.45,2,7/31/97,1.5,61,NA,0
8544,10.97,1,2/1/97,1,241,NA,0
8545,99.975,2,2/11/97,3,231,NA,0
8546,14.37,1,2/1/97,1,241,12.315,1
8547,34.475,2,2/9/97,1.5,233,NA,0
8548,18.95,1,2/11/97,2,231,NA,0
8549,30.72,1,2/1/97,2,241,NA,0
8550,12.97,1,2/1/97,1,241,NA,0
8551,9.97,1,2/1/97,1,241,NA,0
8552,20.99666667,3,3/30/97,1.666666667,184,11.49,1
8553,14.37,1,2/1/97,1,241,NA,0
8554,11.77,1,2/1/97,1,241,NA,0
8555,36.88428571,7,7/26/97,2.428571429,66,36.22333333,1
8556,35.72,1,2/1/97,3,241,NA,0
8557,15.36,1,2/1/97,1,241,NA,0
8558,25.24,2,9/24/97,1,6,NA,0
8559,36.99666667,3,7/10/97,2.333333333,82,41.735,1
8560,27.85,1,2/1/97,2,241,NA,0
8561,18.655,2,2/9/97,1.5,233,NA,0
8562,13.97,1,2/5/97,1,237,NA,0
8563,11.77,1,2/1/97,1,241,11.24,1
8564,11.77,1,2/1/97,1,241,NA,0
8565,11.77,1,2/1/97,1,241,17.65666667,1
8566,23.97,1,2/1/97,1,241,NA,0
8567,63.65,1,2/1/97,5,241,NA,0
8568,28.76,1,2/1/97,2,241,27.98,1
8569,27.98,1,2/1/97,2,241,NA,0
8570,15.36,1,2/1/97,1,241,NA,0
8571,21.99,1,2/1/97,1,241,NA,0
8572,182.02,1,2/6/97,13,236,NA,0
8573,32.97,1,2/1/97,1,241,NA,0
8574,14.99,1,2/1/97,1,241,NA,0
8575,14.96,1,2/1/97,1,241,NA,0
8576,33.16,2,3/12/97,1.5,202,30.975,1
8577,18.4925,4,6/29/97,1.5,93,NA,0
8578,14.37,1,2/1/97,1,241,NA,0
8579,27.73,1,2/1/97,2,241,NA,0
8580,20.3,1,2/1/97,1,241,NA,0
8581,36.99,1,2/1/97,1,241,NA,0
8582,42.05666667,3,3/12/97,2.333333333,202,26.2025,1
8583,25.42521739,23,9/22/97,1.52173913,8,17.186,1
8584,36.77666667,3,3/18/97,3,196,27.98,1
8585,72.22,1,2/1/97,6,241,NA,0
8586,41.515,4,9/30/97,3.25,0,NA,0
8587,49.29,10,9/18/97,4,12,61.19,1
8588,11.99,1,2/1/97,1,241,NA,0
8589,35.82,2,4/19/97,2.5,164,NA,0
8590,13.97,1,2/1/97,1,241,29.98,1
8591,19.30142857,7,6/12/97,1.571428571,110,17.4875,1
8592,26.67,1,2/1/97,2,241,NA,0
8593,14.96,1,2/1/97,1,241,15.99,1
8594,14.96,1,2/1/97,1,241,NA,0
8595,12.77,1,2/1/97,1,241,NA,0
8596,14.61,4,9/12/97,1,18,45.06,1
8597,13.23,2,4/23/97,1,160,15.066,1
8598,13.97,1,2/1/97,1,241,NA,0
